	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
7783	1	13983806	13986405	CTA-520D8.2	ENSG00000237445
7784	8	32871599	32872544	MTND1P6	ENSG00000254346
7785	11	77449725	77450613	RSF1-IT1	ENSG00000255409
7786	20	3639939	3644046	GFRA4	ENSG00000125861
7787	7	62803089	62803578	RP5-905H7.5	ENSG00000227298
7788	11	9002123	9025596	NRIP3	ENSG00000175352
7789	1	14022565	14022694	SCARNA11	ENSG00000253085
7790	X	100580392	100580498	RNU6-934P	ENSG00000202024
7791	2	37971476	37974189	AC006369.3	ENSG00000236572
7792	5	126091008	126091109	RNU6-752P	ENSG00000252185
7793	1	247996651	247997590	OR6R1P	ENSG00000230576
7794	6	114026035	114026125	AL357519.1	ENSG00000221559
7795	15	94448634	94651167	CTD-2643K12.3	ENSG00000259724
7796	1	45965725	45976739	MMACHC	ENSG00000132763
7797	18	47793252	47808144	MBD1	ENSG00000141644
7798	X	100592713	100593277	NANOGNBP3	ENSG00000270813
7799	1	14450728	14450830	RNU6-1265P	ENSG00000252151
7800	1	203872851	203873147	HSPE1P6	ENSG00000232917
7801	5	126478774	126478939	MRPS5P3	ENSG00000214743
7802	6	43331958	43332032	RP11-213N20.1	ENSG00000226558
7803	6	7341087	7342289	RP11-69L16.6	ENSG00000230570
7804	3	125455059	125455146	AF186996.1	ENSG00000265166
7805	1	52190447	52190568	SNORA26	ENSG00000212624
7806	6	114102518	114102667	U3	ENSG00000253091
7807	11	49113956	49114319	RP11-107P7.1	ENSG00000255452
7808	5	34190161	34193758	RP11-1023L17.2	ENSG00000215156
7809	1	106615869	106627121	RP5-947P14.1	ENSG00000237480
7810	1	14548386	14549613	RP11-344F13.1	ENSG00000231606
7811	7	62806218	62807110	RP5-905H7.6	ENSG00000232165
7812	11	77524365	77524722	AP000580.1	ENSG00000219529
7813	1	248099363	248100815	RP11-438H8.8	ENSG00000226191
7814	X	100594905	100595922	RPL21P132	ENSG00000183911
7815	5	126506227	126507958	CTB-88F18.2	ENSG00000250080
7816	6	43441924	43442030	RNU6-1113P	ENSG00000207076
7817	3	125465927	125466941	OR7E97P	ENSG00000179170
7818	19	13486743	13486827	AC005513.1	ENSG00000252177
7819	6	49936390	49937338	DEFB113	ENSG00000214642
7820	6	114113032	114158556	RP1-249H1.2	ENSG00000231912
7821	1	52259637	52264824	RP4-657D16.3	ENSG00000266993
7822	1	157661552	157666249	RP11-367J7.3	ENSG00000227217
7823	5	66932210	66934770	RP11-83M16.2	ENSG00000249238
7824	1	14675450	14677518	RP4-704D23.1	ENSG00000234593
7825	2	98281054	98281194	RNU4-8P	ENSG00000201806
7826	6	43486918	43487462	RP3-337H4.9	ENSG00000271754
7827	19	13882932	13884932	CTB-5E10.3	ENSG00000267633
7828	11	77540700	77583308	RP11-91P24.7	ENSG00000254459
7829	5	1598242	1598362	CTD-2012J19.2	ENSG00000248126
7830	10	75182017	75182454	RP11-345K20.2	ENSG00000229659
7831	4	56254116	56254438	RP11-177J6.1	ENSG00000273257
7832	11	49119715	49122720	RP11-107P7.6	ENSG00000254412
7833	3	125474929	125475305	GS1-388B5.8	ENSG00000239432
7834	2	38044058	38045104	AC010878.3	ENSG00000225402
7835	6	7481327	7482827	HNRNPLP1	ENSG00000233503
7836	1	157678876	157679433	RP11-367J7.4	ENSG00000231700
7837	5	126512388	126512742	CTB-88F18.4	ENSG00000271585
7838	6	43506559	43507440	RP3-337H4.6	ENSG00000219470
7839	1	52266700	52266979	RP4-657D16.6	ENSG00000272175
7840	11	77561650	77562557	RP11-91P24.5	ENSG00000254691
7841	7	62809532	62810437	RP5-905H7.10	ENSG00000227545
7842	1	106623423	106624001	RP5-947P14.2	ENSG00000230932
7843	6	114160463	114160808	RP1-249H1.3	ENSG00000219758
7844	5	66985861	66986265	RP11-83M16.3	ENSG00000250669
7845	4	56277189	56277313	AC069200.1	ENSG00000203615
7846	19	13907388	13907747	CTD-3252C9.2	ENSG00000267582
7847	8	104103491	104103737	KB-1639H6.8	ENSG00000253977
7848	X	118892576	118894164	SOWAHD	ENSG00000187808
7849	1	52302013	52302082	MIR761	ENSG00000212076
7850	2	98443711	98444013	HMGN1P36	ENSG00000235734
7851	1	203923768	203924908	CBX1P3	ENSG00000237379
7852	3	125493557	125516796	RP11-379B18.6	ENSG00000272840
7853	11	77577458	77581137	RP11-91P24.6	ENSG00000255449
7854	19	13925880	13926133	RN7SL619P	ENSG00000266770
7855	4	56278803	56278905	Y_RNA	ENSG00000239040
7856	16	1562980	1564676	LA16c-385E7.1	ENSG00000260646
7857	5	66988640	66989028	RP11-83M16.4	ENSG00000249721
7858	1	107086964	107087366	RP11-478L17.1	ENSG00000270342
7859	1	52325450	52325807	TSEN15P2	ENSG00000230604
7860	17	48640564	48641144	RP11-94C24.11	ENSG00000250976
7861	1	157693970	157694810	VDAC1P9	ENSG00000232366
7862	6	7506436	7506782	RP11-288G3.3	ENSG00000219993
7863	10	75188425	75188494	AL353731.1	ENSG00000266344
7864	15	94576887	94577406	CTD-2643K12.1	ENSG00000258895
7865	1	248102275	248102961	OR2X1P	ENSG00000224830
7866	1	15018625	15019109	TBCAP2	ENSG00000235829
7867	11	49132308	49132772	RP11-107P7.2	ENSG00000255338
7868	4	56367762	56367875	Y_RNA	ENSG00000238585
7869	19	13945330	13947173	MIR24-2	ENSG00000267519
7870	3	125506731	125506989	RP11-379B18.1	ENSG00000239804
7871	11	77579768	77580241	RP11-91P24.1	ENSG00000241782
7872	16	1629243	1630309	LA16c-425C2.1	ENSG00000260954
7873	5	126515448	126515592	CTB-88F18.3	ENSG00000250956
7874	6	43511881	43512007	SCARNA15	ENSG00000252218
7875	4	56406669	56407002	RN7SKP30	ENSG00000223305
7876	1	248138043	248138955	OR2L9P	ENSG00000237492
7877	20	44650356	44688784	SLC12A5	ENSG00000124140
7878	5	34373133	34373955	RP11-1325J9.1	ENSG00000249380
7879	1	203968373	203968471	AC096645.1	ENSG00000211554
7880	3	125509247	125509395	MIR548I1	ENSG00000221737
7881	6	43529609	43530156	RP3-337H4.10	ENSG00000271970
7882	6	114162001	114162089	snoU13	ENSG00000238563
7883	2	62953771	62953875	Y_RNA	ENSG00000252436
7884	5	126596628	126596690	AC011416.1	ENSG00000265104
7885	1	52331305	52331381	Y_RNA	ENSG00000212174
7886	10	124670217	124672627	FAM24A	ENSG00000203795
7887	19	13947254	13947331	MIR27A	ENSG00000207808
7888	6	7516833	7518073	RP11-288G3.4	ENSG00000234115
7889	4	56413279	56414056	RP11-528I4.2	ENSG00000272969
7890	X	118920467	118925606	RPL39	ENSG00000198918
7891	10	121334199	121356541	TIAL1	ENSG00000151923
7892	X	100682381	100682483	AL035422.1	ENSG00000221132
7893	2	63053199	63085573	AC007098.1	ENSG00000226605
7894	6	114189178	114194516	RP1-249H1.4	ENSG00000227502
7895	11	77626036	77626321	RP11-91P24.3	ENSG00000255115
7896	1	52366592	52366643	AL589663.1	ENSG00000265769
7897	5	126801514	126801810	CTD-2195M15.1	ENSG00000249577
7898	6	43555967	43559099	RP3-337H4.8	ENSG00000203362
7899	4	154701744	154710272	SFRP2	ENSG00000145423
7900	1	107322845	107323057	RP11-110F24.1	ENSG00000270976
7901	16	1630528	1660329	LA16c-395F10.2	ENSG00000260989
7902	3	125513949	125514728	RPS3AP14	ENSG00000242229
7903	1	157830987	157831250	MRPS21P2	ENSG00000227425
7904	1	248153569	248154506	OR2L1P	ENSG00000224227
7905	5	34651562	34651993	CTD-2024P10.2	ENSG00000271874
7906	6	155153831	155578857	TIAM2	ENSG00000146426
7907	15	94624327	94624420	AC080032.1	ENSG00000212022
7908	4	56664802	56664897	RNU6-276P	ENSG00000251923
7909	6	49976851	49989694	DEFB110	ENSG00000203970
7910	19	13947401	13947473	MIR23A	ENSG00000207980
7911	11	49138571	49146122	RP11-107P7.5	ENSG00000254993
7912	X	100698695	100699091	RP1-164F3.8	ENSG00000234557
7913	1	107345377	107346049	RP11-233E12.4	ENSG00000233449
7914	1	52439082	52439207	RNA5SP48	ENSG00000200839
7915	10	75255283	75279828	RP11-137L10.6	ENSG00000221817
7916	2	98529517	98529580	RNU7-96P	ENSG00000238719
7917	6	7540684	7541571	RP3-512B11.3	ENSG00000261189
7918	6	43673686	43674488	RP1-261G23.4	ENSG00000218107
7919	4	56686169	56703548	RP11-345F18.1	ENSG00000250821
7920	15	94711578	94711980	RP11-452K20.1	ENSG00000258570
7921	16	1675629	1676161	LA16c-395F10.1	ENSG00000226890
7922	15	51973550	52013223	SCG3	ENSG00000104112
7923	1	204001575	204010393	LINC00303	ENSG00000176754
7924	19	13985513	13985622	MIR181C	ENSG00000207613
7925	5	66995257	67198428	RP11-83M16.6	ENSG00000250421
7926	1	248160302	248160398	Y_RNA	ENSG00000199442
7927	11	77726761	77727541	RP11-7I15.3	ENSG00000254829
7928	3	125534925	125535129	RP11-379B18.3	ENSG00000241346
7929	1	52446145	52446486	RP11-91A18.1	ENSG00000229032
7930	4	145567173	145666423	HHIP	ENSG00000164161
7931	2	98822614	98824187	ATP5BP1	ENSG00000231635
7932	6	114225302	114242806	RP11-544L8__B.4	ENSG00000175967
7933	2	29005383	29073477	SPDYA	ENSG00000163806
7934	1	248166431	248167370	OR2L6P	ENSG00000232215
7935	1	107347096	107348654	RP11-233E12.2	ENSG00000232551
7936	19	13985689	13985825	MIR181D	ENSG00000207585
7937	2	38053390	38103417	LINC00211	ENSG00000237803
7938	6	43690523	43705571	RP1-261G23.5	ENSG00000236961
7939	16	1763528	1764209	LA16c-329F2.1	ENSG00000261399
7940	11	77733979	77734767	RP11-7I15.4	ENSG00000254675
7941	11	49155205	49156352	RP11-107P7.4	ENSG00000254567
7942	6	7620655	7621111	RP3-336K20__B.2	ENSG00000236512
7943	1	157894855	157918861	RP11-451O13.1	ENSG00000236957
7944	2	63167051	63167417	RP11-443F16.1	ENSG00000237162
7945	X	100792472	100794263	RP3-514P16.1	ENSG00000237682
7946	19	14141667	14142369	CTB-55O6.4	ENSG00000267670
7947	4	56751761	56751867	RNU6-652P	ENSG00000202358
7948	1	248192422	248192523	Y_RNA	ENSG00000200085
7949	1	15442448	15478960	TMEM51-AS1	ENSG00000175147
7950	6	43738166	43738353	RP1-261G23.7	ENSG00000272114
7951	4	56796148	56796239	AC110611.1	ENSG00000222954
7952	11	77844466	77844568	RNU6-126P	ENSG00000252494
7953	15	94816725	94817234	RP11-354B3.1	ENSG00000258632
7954	5	1599035	1634120	RP11-43F13.1	ENSG00000188002
7955	1	52461412	52461709	RN7SL290P	ENSG00000264613
7956	1	248209090	248209191	Y_RNA	ENSG00000200982
7957	16	108058	126354	RHBDF1	ENSG00000007384
7958	6	43819494	43820070	RP11-344J7.2	ENSG00000223469
7959	9	129849611	129885162	ANGPTL2	ENSG00000136859
7960	4	56963556	56963670	RNA5SP161	ENSG00000200741
7961	19	14181154	14182052	EEF1DP1	ENSG00000228887
7962	1	52499063	52509951	RP11-91A18.4	ENSG00000223390
7963	11	49327266	49401221	CTD-2026G22.1	ENSG00000255532
7964	4	113451527	113451828	RP11-402J6.2	ENSG00000248439
7965	2	63271057	63275775	AC009501.4	ENSG00000231609
7966	1	248246936	248247898	OR2T32P	ENSG00000197067
7967	6	7938663	7939555	RP1-303A1.1	ENSG00000217746
7968	4	57154651	57154750	RNU6-197P	ENSG00000252489
7969	3	125546081	125607918	RP11-379B18.5	ENSG00000241288
7970	11	126858354	126858438	MIR3167	ENSG00000266215
7971	6	43963460	44042389	RP5-1120P11.1	ENSG00000237686
7972	4	57186885	57187500	MRPL22P1	ENSG00000250324
7973	5	126813987	126814429	CTD-2195M15.3	ENSG00000271766
7974	6	36283534	36304662	C6orf222	ENSG00000189325
7975	1	52516590	52518355	TXNDC12-AS1	ENSG00000228369
7976	16	1784986	1785067	MIR3177	ENSG00000265820
7977	11	77850817	77886369	KCTD21-AS1	ENSG00000246174
7978	5	140894583	140998622	DIAPH1	ENSG00000131504
7979	4	113486144	113486554	RP11-402J6.3	ENSG00000250966
7980	11	126862348	126865354	RP11-688I9.2	ENSG00000255317
7981	5	126847156	126848534	HNRNPKP1	ENSG00000250859
7982	16	1801560	1802263	LA16c-361A3.3	ENSG00000261207
7983	4	57197343	57197383	RNA5SP162	ENSG00000251823
7984	6	7986730	7988425	PIP5K1P1	ENSG00000219294
7985	19	18501954	18508427	LRRC25	ENSG00000175489
7986	1	107360861	107380789	RP11-233E12.1	ENSG00000237460
7987	1	52615777	52616089	RN7SL788P	ENSG00000241745
7988	5	126987385	126999721	CTC-548H10.2	ENSG00000248799
7989	4	57222301	57223098	RPL7AP31	ENSG00000242083
7990	16	1891021	1893548	LA16c-429E7.1	ENSG00000260541
7991	5	34656517	34657355	CTD-2024P10.1	ENSG00000250234
7992	1	52625933	52626272	RP4-800M22.1	ENSG00000228407
7993	11	126872805	126875953	KIRREL3-AS3	ENSG00000218109
7994	6	8329888	8342688	RP11-203H2.1	ENSG00000232234
7995	19	14229918	14230349	CTB-55O6.10	ENSG00000267783
7996	1	248285234	248286184	OR2M1P	ENSG00000177233
7997	6	43980738	43980838	AL109615.1	ENSG00000265518
7998	X	100852488	100853649	RP4-545K15.3	ENSG00000204072
7999	15	95024040	95027181	RP11-4F5.2	ENSG00000260359
8000	4	113567632	113571207	MIR302B	ENSG00000249532
8001	16	1925658	1925735	AL499628.1	ENSG00000265999
8002	2	98913401	98913488	AC092675.1	ENSG00000216112
8003	4	57253791	57254319	RP11-646I6.5	ENSG00000269921
8004	1	107991091	107991177	AC114491.1	ENSG00000238883
8005	10	119321595	119331968	CTA-109P11.1	ENSG00000235198
8006	6	44041650	44045689	RP5-1120P11.3	ENSG00000231881
8007	5	34837654	34839383	CTD-2517O10.6	ENSG00000272323
8008	2	98963458	98967603	AC092675.4	ENSG00000227987
8009	15	95143243	95144050	RP11-57P19.1	ENSG00000259331
8010	16	1939115	1940435	XX-DJ76P10__A.2	ENSG00000259947
8011	1	108047825	108048070	RP11-270C12.3	ENSG00000224550
8012	6	114290865	114792869	RP3-399L15.3	ENSG00000228624
8013	6	8342170	8343254	RP11-203H2.2	ENSG00000234763
8014	19	14247991	14282079	CTB-55O6.12	ENSG00000267169
8015	8	11203257	11205011	AF131216.5	ENSG00000255020
8016	6	44056979	44057433	RP5-1120P11.4	ENSG00000183239
8017	4	57262478	57263037	RP11-646I6.6	ENSG00000270147
8018	1	248647546	248648785	RP11-407H12.8	ENSG00000229255
8019	15	95398703	95400143	CTD-2576F9.1	ENSG00000260521
8020	1	52627858	52628698	RP4-800M22.2	ENSG00000223429
8021	11	126873298	126874130	AP002833.1	ENSG00000256527
8022	1	108318796	108318878	AL591042.1	ENSG00000265536
8023	10	119494824	119495918	RP11-328K15.1	ENSG00000234952
8024	5	127039082	127277326	CTC-228N24.1	ENSG00000230561
8025	4	57330324	57330745	RP11-393M11.2	ENSG00000270109
8026	1	157995340	158000956	KIRREL-IT1	ENSG00000226520
8027	1	15518324	15519341	RP1-21O18.3	ENSG00000215720
8028	1	108507065	108537229	VAV3-AS1	ENSG00000230489
8029	10	119585414	119590029	RP11-355F22.1	ENSG00000263041
8030	15	95398815	95400240	CTD-2576F9.2	ENSG00000270017
8031	19	14323864	14324131	RN7SL231P	ENSG00000240803
8032	6	44184676	44185973	RP1-302G2.5	ENSG00000262179
8033	2	38177144	38294184	RMDN2-AS1	ENSG00000235848
8034	4	57459170	57461847	GLDCP1	ENSG00000248590
8035	6	8652370	8654079	HULC	ENSG00000251164
8036	19	14365001	14404017	CTD-2189E23.1	ENSG00000267723
8037	5	67096568	67185924	RP11-434D9.2	ENSG00000249894
8038	8	104104852	104104949	AP003550.1	ENSG00000265667
8039	1	158101834	158110429	RP11-404O13.1	ENSG00000231666
8040	1	108561275	108561393	AL390036.1	ENSG00000264753
8041	11	126891649	126923448	RP11-168K9.1	ENSG00000255546
8042	11	49426527	49437299	TYRL	ENSG00000123447
8043	5	67263273	67263379	AC010376.1	ENSG00000223149
8044	X	100877973	100879154	ARMCX3-AS1	ENSG00000228275
8045	1	248661609	248661929	OR2AS2P	ENSG00000271934
8046	8	104133260	104145194	KB-1639H6.4	ENSG00000250929
8047	1	15653176	15670372	RP3-467K16.2	ENSG00000233485
8048	15	95577613	95578966	RP11-255M2.1	ENSG00000258433
8049	4	113569030	113569097	MIR367	ENSG00000199169
8050	1	108614104	108617141	RP11-356N1.2	ENSG00000226822
8051	1	52645520	52646225	PDCL3P6	ENSG00000224255
8052	10	119776998	119805321	RP11-354M20.3	ENSG00000231104
8053	5	34860888	34861611	CTD-2517O10.5	ENSG00000250140
8054	2	145445980	145447752	AC023128.1	ENSG00000234940
8055	8	11236904	11237200	RN7SL293P	ENSG00000242483
8056	4	113569160	113569227	MIR302D	ENSG00000199145
8057	11	49427742	49428266	CBX3P8	ENSG00000254496
8058	6	8784411	8785678	RP11-314C16.1	ENSG00000230939
8059	11	78035804	78155095	RP11-452H21.1	ENSG00000254420
8060	1	15660662	15661960	RP3-467K16.7	ENSG00000236045
8061	15	95623324	95676088	RP11-255M2.2	ENSG00000258773
8062	1	248712057	248727140	RP11-438F14.3	ENSG00000224521
8063	12	119431662	119431956	RN7SL508P	ENSG00000244112
8064	8	104166842	104166917	MIR3151	ENSG00000265657
8065	1	204100190	204101094	RP11-74C13.4	ENSG00000261065
8066	3	39508689	39570970	MOBP	ENSG00000168314
8067	8	87060602	87100850	PSKH2	ENSG00000147613
8068	X	100882858	100883508	RP4-545K15.5	ENSG00000261101
8069	4	113569339	113569407	MIR302A	ENSG00000207927
8070	1	158145640	158147545	ELL2P1	ENSG00000227295
8071	2	99310572	99311953	YWHAQP5	ENSG00000236564
8072	11	78099107	78103451	RP11-452H21.2	ENSG00000254649
8073	12	119438581	119439647	RP11-364C11.3	ENSG00000256031
8074	1	15729475	15735929	RP3-467K16.4	ENSG00000228140
8075	4	57576226	57576780	RPL17P20	ENSG00000241250
8076	2	145512343	145513565	AC023128.2	ENSG00000235352
8077	1	204110536	204112137	RP11-74C13.3	ENSG00000230550
8078	4	113569519	113569586	MIR302C	ENSG00000199102
8079	1	108742548	108744113	RP11-483I13.5	ENSG00000260879
8080	11	78135028	78140882	RP11-452H21.4	ENSG00000251323
8081	6	44221943	44222022	MIR4647	ENSG00000265700
8084	8	11249920	11250026	RNU6-1084P	ENSG00000199368
8085	4	57627085	57627651	RP11-533F5.2	ENSG00000227040
8086	4	113606211	113606659	OSTCP4	ENSG00000220924
8087	15	95819690	95870358	CTD-2536I1.1	ENSG00000248441
8088	1	108803818	108816311	RP11-483I13.2	ENSG00000238122
8089	1	158165423	158165921	RP11-404O13.4	ENSG00000229914
8090	1	52655588	52655981	RP4-800M22.4	ENSG00000236004
8091	5	34883162	34883625	RPL21P54	ENSG00000241829
8092	8	11409997	11410500	RP11-148O21.6	ENSG00000269954
8093	6	44403378	44403459	MIR4642	ENSG00000266619
8094	1	204152134	204152665	RP11-203F10.1	ENSG00000225522
8095	2	145635301	145639600	RP11-514A9.1	ENSG00000268580
8096	4	57660516	57660808	RN7SL492P	ENSG00000240545
8097	12	119468844	119554766	RP11-364C11.2	ENSG00000257095
8098	8	104169218	104311000	RP11-318M2.2	ENSG00000247081
8099	6	9124454	9162010	RP11-354I10.1	ENSG00000225775
8100	11	63137261	63177766	SLC22A9	ENSG00000149742
8101	6	44492996	44494491	RP3-449H6.1	ENSG00000237530
8102	2	146051845	146089415	AC064865.1	ENSG00000235435
8103	4	113614203	113627966	RP11-148B6.2	ENSG00000250046
8104	1	15868660	15868799	SCARNA21	ENSG00000251866
8105	2	102313312	102511149	MAP4K4	ENSG00000071054
8106	4	57672000	57672295	RN7SL357P	ENSG00000265894
8107	X	100888994	100889100	RNU6-30P	ENSG00000207291
8108	1	204246133	204247076	RP11-203F10.5	ENSG00000231691
8109	1	248712745	248713063	OR2AS1P	ENSG00000227102
8110	1	158167712	158173667	RP11-404O13.5	ENSG00000176320
8111	4	57684384	57684480	Y_RNA	ENSG00000251799
8112	1	15892106	15892451	RP4-680D5.8	ENSG00000272510
8113	Y	18174646	18174709	AC017020.1	ENSG00000252664
8114	8	11410733	11411716	RP11-148O21.3	ENSG00000254774
8115	1	52717734	52718445	DNAJC19P7	ENSG00000237663
8116	11	78244222	78269611	RP11-843A23.1	ENSG00000255084
8118	4	57827093	57827539	RP11-738E22.3	ENSG00000269949
8119	Y	18250128	18250259	SNORA20	ENSG00000252689
8120	6	44866448	44867032	NUDT19P4	ENSG00000270900
8121	1	15912631	15930121	RP4-680D5.2	ENSG00000237301
8122	1	204315904	204316386	RP11-203F10.6	ENSG00000219133
8123	1	108815565	108918572	SLC25A24P1	ENSG00000241361
8124	1	158236543	158237110	HMGN1P5	ENSG00000230942
8125	1	248758226	248758334	Y_RNA	ENSG00000201602
8126	4	113614615	113614948	WRBP1	ENSG00000248633
8127	2	146092638	146092740	snR65	ENSG00000253036
8128	X	100938779	100939448	GHc-602D8.2	ENSG00000223753
8129	6	10118685	10119486	RP3-486D24.1	ENSG00000216368
8130	4	57860241	57860336	snoU13	ENSG00000238579
8131	5	127120310	127122734	RP11-483H11.1	ENSG00000251032
8132	6	45126607	45127248	RP11-491H9.3	ENSG00000219384
8133	12	119611870	119614289	RP11-64B16.3	ENSG00000256884
8134	1	248764717	248765170	RP11-438F14.10	ENSG00000271701
8135	2	38302791	38408997	CYP1B1-AS1	ENSG00000232973
8136	2	146094798	146095625	RPL6P5	ENSG00000214064
8137	4	57868858	57868958	RNU6-998P	ENSG00000251703
8138	8	11413760	11415531	RP11-148O21.4	ENSG00000255518
8139	1	15931077	15931538	CHCHD2P6	ENSG00000235084
8140	4	113659828	113660262	RP11-119H12.1	ENSG00000241002
8141	1	248855492	248862411	XX-CR54.1	ENSG00000229703
8142	19	46522411	46526323	PGLYRP1	ENSG00000008438
8143	X	151283466	151307028	RP11-1007I13.4	ENSG00000266560
8144	11	78290300	78290401	RNU6-311P	ENSG00000252033
8145	17	46985731	47006418	UBE2Z	ENSG00000159202
8146	1	45976708	45988719	PRDX1	ENSG00000117450
8147	6	45165411	45165507	MIR586	ENSG00000207769
8148	4	57938849	57939298	UBE2CP3	ENSG00000250384
8149	7	139993493	140104233	SLC37A3	ENSG00000157800
8150	4	113676973	113677073	Y_RNA	ENSG00000202536
8151	11	78292720	78293201	COPS8P3	ENSG00000254697
8152	6	50011288	50016364	DEFB112	ENSG00000180872
8153	1	158414858	158415804	OR10T1P	ENSG00000203758
8154	6	10214114	10214595	RP11-339A7.1	ENSG00000229765
8155	1	204346978	204404974	RP11-739N20.2	ENSG00000226330
8156	X	100946553	100946658	RNU6-587P	ENSG00000212584
8157	2	146326862	146345592	AC092484.1	ENSG00000225107
8158	6	45388816	45389742	RP1-244F24.1	ENSG00000271857
8159	8	145736667	145743229	RECQL4	ENSG00000160957
8160	11	532242	537287	HRAS	ENSG00000174775
8161	4	57972409	57972511	snoU13	ENSG00000238541
8162	5	68389473	68426896	SLC30A5	ENSG00000145740
8164	Y	18360815	18360921	RNU6-109P	ENSG00000252173
8165	8	11415975	11417529	RP11-148O21.2	ENSG00000255354
8166	15	95976324	96051076	LINC00924	ENSG00000259134
8167	2	99378401	99388543	AC109826.1	ENSG00000226791
8168	6	45541083	45544507	RP1-166H4.2	ENSG00000261080
8169	1	204363669	204363902	RP11-739N20.3	ENSG00000237848
8170	22	24981588	24989175	FAM211B	ENSG00000178026
8171	2	146358475	146360991	AC079163.1	ENSG00000226218
8172	17	48704393	48709301	CTB-22K21.2	ENSG00000251239
8173	4	57975928	58071676	IGFBP7-AS1	ENSG00000245067
8174	9	124256797	124257097	RN7SL187P	ENSG00000240299
8175	11	78460295	78467525	RP11-673F18.1	ENSG00000254563
8176	X	100975313	100976682	RP1-232L22__A.1	ENSG00000229090
8177	6	45613841	45613912	RNU6-515P	ENSG00000252738
8178	1	248881947	248885506	XX-CR54.3	ENSG00000232694
8179	6	10222269	10222394	RNU6ATAC21P	ENSG00000221583
8180	17	48770809	48772810	RP11-294J22.6	ENSG00000262967
8181	6	45986482	45986588	RNU6-754P	ENSG00000212468
8182	1	158423988	158425063	EI24P2	ENSG00000236257
8184	11	78684766	78684854	AP002958.1	ENSG00000266550
